lab_b_var,edgeness,correlation,energy,rgb_g_var,homogeneity,range_y,range_x,rgb_b_mean,lab_a_var,lab_l_min,lab_l_var,intensity_var,ASM,rgb_r_mean,min_y,dissimilarity,rgb_g_mean,lab_b_max,boarder_length,avg_y,rgb_g_max,size,rgb_r_var,max_x,max_y,rgb_b_min,area/boarder,rgb_g_min,rgb_b_max,rgb_b_var,lab_b_min,intensity_min,min_x,lab_l_mean,rgb_r_max,entropy,lab_b_mean,lab_l_max,intensity_max,var_x,rgb_r_min,intensity_mean,contrast,var_y,lab_a_max,avg_x,lab_a_min,lab_a_mean,label
11.003329498276084,0.18050398735216935,-0.16363636363636364,0.71123791729631514,327.1640040949764,0.82499999999999996,26,21,65.404639175257728,8.555852812340843,2.6873998204079967,59.390241781990326,2848.6134020618556,0.505859375,74.569587628865975,1,0.375,85.6881443298969,8.7191474411439263,117,0.9742268041237113,85.0,388,337.54627038860076,21,27,4.0,3,12.0,67.0,319.7607627369007,-4.4779261129487713,20,0,34.827121287265527,71.0,4.8875977912610029,10.53156588297769,34.481369979398181,223,236.34049243266747,4.0,225,0.5,115.25031192716342,-9.4168092849398199,0.6494845360824743,-13.728762413666828,-8.7075280859102886,1
18.411963433969376,0.37212329787760273,-0.21739130434782605,0.6403124237432849,963.6939955825353,0.76999999999999991,16,20,42.300429184549358,12.771865209052713,0.78431166966551302,187.32547774393214,8245.7339055794,0.41000000000000003,45.66952789699571,0,0.5,50.313304721030043,3.9068520640322566,83,0.41630901287553645,26.0,233,914.0417543623057,30,16,0.0,2,4.0,20.0,912.9536994705727,-4.6085620241613778,4,10,19.852259238569932,25.0,4.4328197470778887,4.1082940775157137,8.9578663003188019,71,1104.3638276851989,0.0,138,0.69999999999999996,36.18106735554598,-1.9323978756489169,1.3218884120171674,-15.617717447625884,-3.4933064879190461,2
14.776694512790527,0.3898526975491462,1.0,0.0,1153.1866666666626,0.0,10,6,48.148148148148145,6.379775150235795,0.78431166966551302,227.08575484208512,10330.955555555556,0.0,48.86296296296296,0,0.0,49.899999999999999,-4.6085620241613778,75,0.2037037037037037,87.0,270,1110.480818980847,47,10,0.0,3,4.0,95.0,1214.2685769445711,-6.4431980625188174,4,41,20.026171677444438,87.0,4.2165236754184505,0.86898934998710642,37.24130737231755,269,3165.2724025809075,0.0,146,0.0,36.07183864248343,1.7657962327673749,1.8074074074074074,-7.5282642042339702,-0.66494795314808575,3
19.505469403169897,0.23970544452573961,-0.14754098360655737,0.72843135908468337,371.1884595665883,0.81428571428571417,23,7,61.287390029325515,14.11289933670189,2.6873998204079967,70.15036021924978,3011.5043988269795,0.530612244897959,68.756598240469202,0,0.42857142857142855,75.953079178885631,8.397521600574354,93,0.8093841642228738,79.0,341,343.1747891225478,72,23,4.0,3,12.0,63.0,338.9593895574168,-4.6085620241613778,20,65,31.058241709672551,71.0,4.7768566388314397,7.8027102549239409,32.459116508981261,213,5503.918538545828,4.0,205,0.71428571428571419,163.11717280273191,-6.6160088529436116,4.870967741935484,-11.961090538744806,-6.0099239383812746,4
16.390898981896097,0.31111408079586383,-0.15755627009646303,0.72284161474004804,801.4221038022955,0.83499999999999996,17,17,47.961111111111109,8.548080854407507,0.78431166966551302,154.31872570827105,6899.644444444444,0.52249999999999996,49.480555555555554,0,0.34999999999999998,50.847222222222221,0.0019383346161028214,91,0.5111111111111111,76.0,360,774.4390168681421,100,17,0.0,3,4.0,76.0,760.8015304355279,-6.4431980625188174,4,83,20.533068756004159,76.0,4.1933819782698531,1.508026836037343,32.318604318149674,228,8752.154922067906,0.0,148,0.44999999999999996,81.91323182441711,-0.0010225790618989539,4.816666666666666,-10.179039059363737,-1.0539014323593685,1
8.133445850415676,0.2369076818143746,-0.07823960880195599,0.85297211720920862,559.286396166381,0.92040816326530617,20,37,84.136627906976742,2.5583759573266995,3.3209596537534551,101.7803789675759,4942.808139534884,0.72756143273635987,83.316860465116278,6,0.16326530612244899,83.970930232558146,-4.6085620241613778,142,1.1395348837209303,87.0,344,550.0501276617147,123,26,12.0,2,12.0,95.0,562.5055529701759,-4.6085620241613778,36,86,35.435996817395321,87.0,3.5344159835651086,-0.17995599334656501,37.24130737231755,269,10153.120932355007,12.0,251,0.18367346938775508,390.7917180248267,1.7657962327673749,7.223837209302325,-7.8120083311584709,-0.19473283261089608,2
24.268267344253776,0.32452364299263786,-0.10736468500443655,0.80282703616657047,979.8765131569968,0.88958333333333328,18,26,52.317865429234338,14.078150765541222,0.78431166966551302,182.5460469862161,8032.294663573086,0.64453124999999989,60.05800464037123,0,0.22916666666666666,64.60556844547564,11.960198284928847,123,0.39675174013921116,87.0,431,948.8234349626048,132,18,0.0,3,4.0,63.0,805.341798634528,-6.4431980625188174,4,106,26.155128800265526,71.0,4.9095028823606759,6.7050651486826158,35.03276184794958,221,15883.185961751047,0.0,176,0.27083333333333331,64.26981552562785,-11.35117095321278,5.243619489559165,-11.936133463222337,-4.3569541370423428,3
15.139632722566882,0.30001218617666142,-0.092436974789915943,0.82642314017189178,451.9713684718069,0.90363636363636368,16,31,78.320802005012538,8.969097130672207,3.3209596537534551,80.44785664504325,4264.390977443609,0.6829752066115703,89.611528822055135,0,0.20000000000000001,93.546365914786961,2.8827218286185397,106,0.3684210526315789,91.0,399,495.57551536456424,172,16,12.0,3,12.0,86.0,511.67782906616804,-2.4622634045127878,36,141,38.82416684690579,91.0,4.8405214836580841,8.3377285661246603,38.512890522311352,268,24287.93959504765,12.0,261,0.23636363636363639,54.2528481869493,-1.0319193956738748,6.62155388471178,-12.070368780579766,-4.6297301342021244,4
6.229665973119709,0.32359488149978327,-0.086828115770821029,0.84084117934892377,763.517959466726,0.91416666666666668,24,33,46.057046979865774,4.068782505574803,0.78431166966551302,154.42972430335965,6700.372483221477,0.70701388888888894,48.265100671140942,0,0.17499999999999999,48.130872483221474,2.8827218286185397,99,0.8355704697986577,91.0,298,755.1524027426028,180,24,0.0,3,4.0,86.0,731.5186529477952,-3.2135535456801145,4,147,19.377826111155056,91.0,4.1593024010236688,1.2307009403180977,38.512890522311352,268,25161.26231586399,0.0,142,0.19166666666666665,287.0497953565793,-1.0319193956738748,9.95973154362416,-7.8120083311584709,-0.2470501164459607,1
6.918730949713587,1.0036303391243564,1.0,1.0,5712.7781330915695,1.0,10,3,238.01526717557252,1.498731941165606,0.78431166966551302,869.244591416843,51319.580152671755,1.0,237.95419847328245,11,0.0,239.87786259541986,-2.697840520008099,49,1.3435114503816794,48.0,131,5708.36435802645,183,21,0.0,2,4.0,53.0,5737.745370627815,-3.2135535456801145,4,180,94.200076172758003,51.0,2.8103804147413984,0.66872483025210694,20.340848846481144,152,31704.241184631777,0.0,715,0.0,237.1007855109064,2.4999797796415866,15.183206106870228,-5.7065831027458822,-0.95437187351745267,2
